RNGSource;RNGTarget;RNGDistance;
1197;3308;3,6055513;
1198;1387;3,8729833;
1198;2798;4,3588989;
1198;2829;4,1231056;
1198;2944;3,6055513;
1198;2948;3,8729833;
1200;2627;3,1622777;
1201;2085;3,7416574;
1201;3375;4,4721360;
1202;2789;3,8729833;
1202;3566;4,1231056;
1203;1653;4,4721360;
1203;1682;4,6904158;
1203;2766;4,4721360;
1203;3284;5,2915026;
1204;2277;4,3588989;
1204;2717;4,3588989;
1204;3316;3,8729833;
1204;3582;2,2360680;
1205;1291;4,2426407;
1205;1900;3,4641016;
1205;2251;3,8729833;
1205;2709;3,0000000;
1205;3827;3,8729833;
1206;1884;5,0000000;
1206;3736;3,1622777;
1207;2154;4,2426407;
1207;2594;3,7416574;
1210;2660;5,0990195;
1210;2719;4,7958315;
1210;3833;4,7958315;
1211;1459;3,1622777;
1211;1977;4,6904158;
1211;2248;3,7416574;
1212;1367;3,8729833;
1212;1931;3,4641016;
1212;3760;3,3166248;
1212;3938;4,2426407;
1213;1723;4,4721360;
1213;1755;3,8729833;
1213;1951;4,1231056;
1213;3423;3,7416574;
1215;1543;4,1231056;
1215;1793;4,3588989;
1215;3321;4,3588989;
1216;3039;3,8729833;
1216;3097;3,6055513;
1216;3214;2,4494897;
1216;3252;3,6055513;
1217;3497;4,2426407;
1218;1802;4,3588989;
1218;2583;4,3588989;
1218;3320;3,6055513;
1218;3900;4,0000000;
1219;2684;4,0000000;
1219;3568;3,4641016;
1220;1604;4,4721360;
1220;2914;3,8729833;
1220;3682;4,4721360;
1221;2782;4,3588989;
1222;1450;3,3166248;
1222;1589;4,1231056;
1222;3049;4,2426407;
1222;3515;3,1622777;
1223;1328;3,4641016;
1223;2477;4,2426407;
1224;1300;3,8729833;
1224;1920;3,7416574;
1224;2166;4,2426407;
1224;2385;3,3166248;
1224;3246;3,8729833;
1224;3621;4,2426407;
1224;3995;4,0000000;
1225;3810;2,8284271;
1226;3798;3,4641016;
1227;2513;3,0000000;
1227;3107;4,6904158;
1227;3147;4,4721360;
1227;3796;2,6457513;
1228;1933;3,0000000;
1228;2274;3,4641016;
1228;2300;3,6055513;
1228;2485;2,4494897;
1228;2962;4,0000000;
1229;1620;3,4641016;
1229;2257;3,1622777;
1229;2341;3,3166248;
1229;3261;3,7416574;
1229;3381;3,1622777;
1230;1767;3,8729833;
1230;1824;3,7416574;
1230;2309;3,1622777;
1230;3191;4,2426407;
1231;2780;2,0000000;
1232;1489;3,6055513;
1232;1581;4,3588989;
1232;2333;4,3588989;
1232;2964;3,4641016;
1233;2159;4,2426407;
1234;2518;4,1231056;
1234;3384;3,7416574;
1234;3541;4,3588989;
1235;3316;4,1231056;
1236;1279;3,8729833;
1236;1989;4,1231056;
1236;3750;3,8729833;
1237;1971;3,1622777;
1237;3022;3,6055513;
1238;2388;3,6055513;
1238;2707;4,1231056;
1238;2778;3,1622777;
1238;3056;3,4641016;
1238;3255;3,1622777;
1239;2342;3,6055513;
1239;2985;4,1231056;
1239;3325;4,1231056;
1239;3611;3,8729833;
1239;3828;4,2426407;
1240;1453;2,8284271;
1240;1679;4,3588989;
1240;2430;4,4721360;
1240;3024;4,0000000;
1241;1549;3,4641016;
1241;1600;3,4641016;
1241;2393;4,0000000;
1241;2736;3,7416574;
1241;3024;3,7416574;
1241;3889;3,8729833;
1242;1582;3,8729833;
1242;1854;4,3588989;
1243;1565;3,1622777;
1243;2350;3,8729833;
1243;3529;3,7416574;
1244;1729;3,6055513;
1245;1888;3,1622777;
1245;2337;2,6457513;
1245;2741;3,8729833;
1245;3153;3,1622777;
1246;3585;2,6457513;
1247;2035;4,8989795;
1247;2672;3,6055513;
1247;3410;3,4641016;
1247;3967;4,3588989;
1248;1544;3,1622777;
1248;2559;4,7958315;
1249;2663;4,0000000;
1249;2694;3,8729833;
1249;3540;3,8729833;
1249;3681;3,6055513;
1250;1339;3,0000000;
1250;1356;4,0000000;
1250;2436;4,3588989;
1250;2479;4,4721360;
1250;3432;3,0000000;
1251;1357;3,7416574;
1251;1973;3,4641016;
1251;3812;3,4641016;
1252;2921;3,0000000;
1252;3060;4,2426407;
1252;3652;3,7416574;
1253;1267;4,1231056;
1253;2747;3,3166248;
1253;3850;4,2426407;
1254;1423;3,1622777;
1254;2593;4,1231056;
1255;2412;3,6055513;
1255;3603;4,1231056;
1255;3923;4,2426407;
1256;2393;4,2426407;
1256;2878;3,8729833;
1256;3014;4,3588989;
1257;1908;4,1231056;
1257;2348;3,6055513;
1257;2438;4,0000000;
1258;1388;4,0000000;
1258;1736;3,0000000;
1258;1882;3,1622777;
1258;2352;4,1231056;
1258;2562;4,0000000;
1259;1289;3,1622777;
1259;1382;3,3166248;
1259;1442;3,1622777;
1259;2231;4,1231056;
1259;3453;4,2426407;
1259;3843;3,3166248;
1260;1454;3,4641016;
1260;1620;4,5825757;
1260;2130;5,0990195;
1260;2942;4,4721360;
1261;1713;4,2426407;
1262;1301;3,7416574;
1262;2495;2,2360680;
1263;1352;4,2426407;
1263;3876;4,0000000;
1264;2219;4,2426407;
1264;2369;2,6457513;
1264;3255;4,0000000;
1264;3313;4,3588989;
1265;2531;3,7416574;
1265;2810;3,1622777;
1265;3513;3,1622777;
1266;2775;3,4641016;
1266;3436;3,0000000;
1266;3655;3,1622777;
1268;2106;3,3166248;
1268;3818;3,4641016;
1269;2181;4,0000000;
1269;3746;2,6457513;
1270;1407;3,8729833;
1270;2207;3,6055513;
1270;3181;3,4641016;
1270;3750;3,8729833;
1271;2007;3,7416574;
1271;2890;2,8284271;
1272;3259;3,3166248;
1272;3579;3,7416574;
1273;2635;4,0000000;
1273;2757;3,7416574;
1274;2981;3,7416574;
1275;1731;3,3166248;
1275;2717;4,1231056;
1275;2798;3,6055513;
1276;2431;3,8729833;
1276;3108;4,1231056;
1277;1593;4,0000000;
1277;1943;3,4641016;
1277;3975;4,7958315;
1278;1745;3,0000000;
1278;1868;3,8729833;
1278;2163;3,0000000;
1278;2687;2,8284271;
1278;2996;3,3166248;
1279;1399;3,3166248;
1279;1524;4,0000000;
1279;2012;3,8729833;
1279;2464;4,4721360;
1280;2024;2,8284271;
1280;3396;4,2426407;
1280;3478;3,7416574;
1280;3621;3,4641016;
1281;1378;4,3588989;
1281;1581;3,0000000;
1281;1625;3,6055513;
1281;1684;3,1622777;
1281;3114;3,6055513;
1281;3163;3,1622777;
1281;3881;3,0000000;
1283;1509;4,4721360;
1283;2111;3,4641016;
1283;2421;3,7416574;
1283;3161;3,7416574;
1284;1408;4,6904158;
1284;1704;4,3588989;
1284;2022;3,3166248;
1284;3171;3,6055513;
1284;3541;4,3588989;
1284;3543;3,8729833;
1284;3563;3,8729833;
1284;3946;3,6055513;
1285;1711;4,8989795;
1285;2446;4,1231056;
1285;3544;4,1231056;
1286;1524;2,8284271;
1286;2467;4,0000000;
1286;3130;4,1231056;
1287;1560;3,8729833;
1287;3151;4,0000000;
1287;3737;4,4721360;
1288;2302;3,4641016;
1288;2404;3,4641016;
1288;3040;4,4721360;
1288;3673;3,1622777;
1289;1694;3,7416574;
1289;2012;2,8284271;
1289;3307;4,0000000;
1290;1466;3,0000000;
1290;3084;4,2426407;
1291;1506;3,4641016;
1291;2433;1,7320508;
1292;2264;4,4721360;
1292;2999;4,4721360;
1292;3179;3,8729833;
1292;3343;3,7416574;
1293;1634;4,3588989;
1293;1698;3,7416574;
1293;2086;3,6055513;
1293;2366;4,0000000;
1293;2637;3,8729833;
1293;3053;3,8729833;
1293;3233;3,4641016;
1293;3474;4,2426407;
1293;3851;4,3588989;
1294;1551;3,6055513;
1294;2191;3,6055513;
1294;2225;4,0000000;
1294;2805;3,7416574;
1294;3710;4,1231056;
1295;1333;4,0000000;
1295;2971;3,7416574;
1295;3698;4,0000000;
1296;2248;4,4721360;
1296;2719;4,2426407;
1296;3283;4,5825757;
1297;2087;3,6055513;
1297;3651;3,6055513;
1297;3865;3,0000000;
1298;2265;3,0000000;
1298;2812;3,6055513;
1298;3512;3,7416574;
1299;1479;3,3166248;
1299;1971;3,6055513;
1299;2596;3,4641016;
1300;2049;4,5825757;
1300;2100;3,0000000;
1300;2926;4,0000000;
1301;3999;3,6055513;
1302;1847;3,1622777;
1302;2413;4,3588989;
1303;1334;4,3588989;
1303;1704;3,3166248;
1303;2152;4,1231056;
1303;2334;3,7416574;
1303;2532;3,1622777;
1304;1769;4,1231056;
1304;2195;4,3588989;
1305;3549;4,0000000;
1306;2686;4,1231056;
1307;2313;2,2360680;
1307;2432;4,3588989;
1307;3871;3,7416574;
1308;2078;3,3166248;
1308;2951;2,8284271;
1308;3994;3,6055513;
1309;1678;4,1231056;
1309;2224;3,3166248;
1309;3446;3,8729833;
1310;2005;4,2426407;
1310;2948;3,3166248;
1310;3152;4,2426407;
1310;3595;3,8729833;
1311;3767;4,3588989;
1311;3844;5,1961524;
1312;1615;3,7416574;
1312;2708;3,8729833;
1312;3657;3,8729833;
1313;2676;3,6055513;
1313;2789;4,1231056;
1313;3467;4,0000000;
1313;3545;4,3588989;
1314;2386;4,3588989;
1315;2254;4,0000000;
1315;2801;4,1231056;
1315;3330;4,2426407;
1315;3620;4,8989795;
1315;3814;4,2426407;
1316;1517;3,1622777;
1316;2594;4,2426407;
1316;2743;3,0000000;
1317;2547;4,2426407;
1317;3074;4,7958315;
1317;3323;4,2426407;
1318;1409;3,8729833;
1318;1743;3,8729833;
1318;2750;4,3588989;
1319;3092;3,8729833;
1319;3185;3,4641016;
1320;2166;4,4721360;
1320;2599;3,8729833;
1320;3256;4,3588989;
1321;3037;3,6055513;
1321;3306;4,8989795;
1321;3323;3,4641016;
1321;3400;3,8729833;
1321;3564;3,8729833;
1321;3871;3,0000000;
1322;1330;3,8729833;
1322;2209;4,0000000;
1322;2595;4,0000000;
1322;3046;4,3588989;
1323;1841;3,3166248;
1323;2954;3,4641016;
1323;3273;3,6055513;
1323;3983;4,0000000;
1324;2661;3,3166248;
1324;2870;3,6055513;
1324;2976;3,6055513;
1325;1457;3,8729833;
1325;1655;3,8729833;
1325;2013;3,7416574;
1325;2501;3,3166248;
1325;3802;3,1622777;
1326;2051;4,1231056;
1326;2131;4,2426407;
1326;2342;2,4494897;
1326;2935;4,2426407;
1326;3704;3,6055513;
1327;1891;3,7416574;
1327;2370;3,4641016;
1327;2762;4,1231056;
1327;3243;3,8729833;
1327;3361;3,0000000;
1328;2413;4,7958315;
1329;1704;3,8729833;
1329;3655;4,1231056;
1330;2037;4,2426407;
1330;2065;2,6457513;
1330;2667;2,6457513;
1330;2766;3,3166248;
1330;3124;4,3588989;
1330;3142;3,8729833;
1330;3553;3,6055513;
1331;1922;3,7416574;
1331;1969;4,5825757;
1331;2410;4,1231056;
1331;3206;3,7416574;
1332;1933;4,4721360;
1332;3969;4,4721360;
1333;2352;3,4641016;
1333;2939;3,7416574;
1333;2953;2,6457513;
1333;3126;3,8729833;
1334;1395;4,1231056;
1334;2378;3,3166248;
1334;2809;4,2426407;
1335;1859;4,4721360;
1335;3162;3,1622777;
1335;3322;3,3166248;
1336;1365;3,7416574;
1336;2641;2,8284271;
1337;2007;3,7416574;
1337;3816;3,6055513;
1338;1354;4,4721360;
1338;3564;3,4641016;
1338;3647;4,1231056;
1338;3962;4,1231056;
1339;2108;4,2426407;
1339;3443;3,3166248;
1339;3814;3,8729833;
1339;3991;3,4641016;
1340;2577;3,3166248;
1340;3539;3,8729833;
1341;3357;3,7416574;
1342;3535;3,3166248;
1342;3722;4,3588989;
1343;1850;3,7416574;
1344;1380;3,8729833;
1344;1543;3,6055513;
1344;3220;2,4494897;
1345;1447;4,0000000;
1345;2625;4,2426407;
1345;2792;4,1231056;
1345;2897;4,1231056;
1345;3437;3,6055513;
1346;3052;4,3588989;
1346;3250;4,6904158;
1347;1636;3,8729833;
1348;1790;4,3588989;
1348;2864;4,3588989;
1348;3799;4,3588989;
1349;2573;4,2426407;
1349;3472;4,4721360;
1349;3593;4,0000000;
1350;1651;3,7416574;
1351;2010;3,1622777;
1351;2202;3,7416574;
1351;2510;3,6055513;
1352;2720;4,1231056;
1352;3118;4,4721360;
1353;1461;3,1622777;
1353;3534;3,4641016;
1353;3577;3,3166248;
1353;3950;3,8729833;
1354;1910;3,8729833;
1354;2172;4,0000000;
1354;3002;4,0000000;
1354;3086;3,7416574;
1354;3970;3,1622777;
1355;2751;4,3588989;
1355;3061;3,8729833;
1355;3506;2,8284271;
1355;3672;4,5825757;
1356;1419;3,8729833;
1356;3784;4,3588989;
1356;3785;4,2426407;
1356;3789;4,3588989;
1357;2394;4,2426407;
1357;2642;4,2426407;
1357;3068;3,7416574;
1357;3442;3,3166248;
1358;2452;4,2426407;
1358;2816;3,3166248;
1358;3048;3,8729833;
1358;3686;3,3166248;
1359;2477;3,4641016;
1359;2762;3,8729833;
1359;2900;3,7416574;
1359;3103;3,6055513;
1359;3874;3,7416574;
1360;2497;4,0000000;
1360;2822;4,8989795;
1360;2907;4,4721360;
1361;2217;3,7416574;
1361;3125;3,3166248;
1361;3356;3,6055513;
1362;1589;3,6055513;
1362;2191;2,0000000;
1362;2596;3,6055513;
1362;2842;3,1622777;
1362;3814;4,1231056;
1363;1603;4,1231056;
1364;2804;4,0000000;
1364;3211;3,6055513;
1365;1476;4,6904158;
1365;2680;3,1622777;
1366;1594;2,6457513;
1366;2396;3,8729833;
1367;3448;3,6055513;
1368;2029;4,1231056;
1368;2976;4,1231056;
1369;1854;3,4641016;
1369;2157;4,5825757;
1369;2610;3,3166248;
1370;3131;4,4721360;
1371;1827;2,6457513;
1371;1847;4,1231056;
1371;2930;4,2426407;
1372;1860;3,4641016;
1373;2026;4,3588989;
1373;2662;4,4721360;
1374;3221;3,3166248;
1374;3490;4,0000000;
1374;3931;3,6055513;
1375;1585;3,6055513;
1375;2392;4,1231056;
1375;3568;3,7416574;
1375;3614;3,3166248;
1376;2733;3,6055513;
1376;3039;4,3588989;
1376;3635;3,6055513;
1377;2580;4,3588989;
1378;1525;4,4721360;
1378;2935;3,3166248;
1378;3704;4,0000000;
1378;3833;4,5825757;
1379;1479;3,7416574;
1379;3337;4,1231056;
1379;3371;3,7416574;
1379;3723;4,1231056;
1379;3949;3,7416574;
1379;3969;4,2426407;
1380;1592;3,8729833;
1380;3746;4,3588989;
1381;2235;2,4494897;
1381;3572;3,0000000;
1383;1761;3,7416574;
1383;3089;5,0990195;
1383;3336;4,1231056;
1384;2668;4,4721360;
1384;2737;3,1622777;
1384;2862;3,8729833;
1385;2044;3,8729833;
1385;3631;3,6055513;
1386;3123;3,7416574;
1386;3961;4,5825757;
1387;1499;3,0000000;
1387;1972;4,7958315;
1387;3479;4,0000000;
1387;3498;3,7416574;
1387;3938;4,2426407;
1388;1690;3,8729833;
1388;2791;4,4721360;
1388;3702;3,7416574;
1389;1771;4,1231056;
1389;2363;4,3588989;
1390;1757;4,2426407;
1390;2608;3,4641016;
1391;1610;3,6055513;
1391;3352;4,3588989;
1391;3388;3,3166248;
1391;3708;3,4641016;
1391;3894;4,1231056;
1392;1393;3,8729833;
1392;2513;3,8729833;
1392;2835;4,3588989;
1392;2984;3,8729833;
1392;3711;4,2426407;
1393;2940;3,6055513;
1393;3940;3,8729833;
1394;1897;4,0000000;
1394;3331;3,7416574;
1394;3691;4,3588989;
1395;2560;3,1622777;
1397;1685;3,7416574;
1397;1889;3,7416574;
1397;3853;4,3588989;
1398;1453;3,1622777;
1398;2723;3,3166248;
1398;2803;4,0000000;
1398;3060;3,7416574;
1398;3207;3,1622777;
1398;3719;4,1231056;
1400;1852;3,3166248;
1400;2141;4,1231056;
1400;3363;4,0000000;
1401;2041;3,7416574;
1401;3810;3,3166248;
1401;3818;3,8729833;
1401;3972;4,4721360;
1402;2748;4,1231056;
1402;3832;3,3166248;
1402;3911;3,6055513;
1403;3099;3,8729833;
1403;3138;3,8729833;
1404;1444;3,8729833;
1404;1990;3,7416574;
1404;2525;3,4641016;
1404;3455;1,7320508;
1405;2330;3,6055513;
1405;2486;4,0000000;
1405;2554;3,7416574;
1405;2694;3,7416574;
1405;3459;4,2426407;
1406;2225;3,4641016;
1406;2688;4,2426407;
1406;2959;2,4494897;
1407;2204;4,5825757;
1407;2322;3,7416574;
1407;3341;4,6904158;
1408;2019;3,7416574;
1410;3475;3,6055513;
1411;2286;3,1622777;
1411;3439;2,8284271;
1412;1645;4,8989795;
1414;1586;3,4641016;
1414;1780;3,8729833;
1414;3804;3,4641016;
1415;1788;3,3166248;
1415;1873;4,1231056;
1416;1705;3,4641016;
1417;1632;3,0000000;
1417;2086;3,6055513;
1417;3236;4,3588989;
1418;2088;4,3588989;
1418;2639;3,1622777;
1419;3368;4,4721360;
1419;3815;2,4494897;
1420;1878;3,1622777;
1420;2360;3,0000000;
1420;3399;4,0000000;
1420;3764;4,5825757;
1421;1515;4,1231056;
1421;2364;3,1622777;
1421;3647;4,2426407;
1422;1730;4,3588989;
1422;1778;4,1231056;
1422;2666;4,0000000;
1422;3245;4,1231056;
1423;2625;3,4641016;
1423;2634;4,1231056;
1423;2687;2,6457513;
1423;3055;4,0000000;
1423;3514;4,4721360;
1424;1570;4,6904158;
1424;1978;5,1961524;
1425;2911;4,3588989;
1425;3482;4,4721360;
1425;3989;3,3166248;
1426;2792;3,7416574;
1426;3549;4,0000000;
1427;3297;4,0000000;
1428;1984;4,4721360;
1428;2566;2,8284271;
1428;2674;4,2426407;
1428;3018;4,5825757;
1428;3933;4,2426407;
1429;2263;3,1622777;
1429;2788;4,4721360;
1429;2810;3,7416574;
1430;1737;2,4494897;
1430;2514;4,0000000;
1431;2201;3,3166248;
1431;3448;3,6055513;
1432;3579;3,0000000;
1433;1736;3,3166248;
1433;2074;3,8729833;
1433;2590;3,0000000;
1433;3297;4,0000000;
1433;3673;4,1231056;
1433;3924;3,0000000;
1434;1452;4,4721360;
1434;1474;3,3166248;
1434;2483;4,1231056;
1434;3171;4,2426407;
1434;3778;3,7416574;
1435;1473;3,7416574;
1435;1875;3,7416574;
1435;3763;3,1622777;
1436;1734;3,6055513;
1436;2107;3,8729833;
1437;1452;4,7958315;
1437;1671;3,8729833;
1437;2565;4,0000000;
1437;3229;3,6055513;
1437;3990;3,3166248;
1438;1853;3,0000000;
1438;2141;3,3166248;
1438;2836;3,4641016;
1438;3666;3,3166248;
1439;3015;2,2360680;
1439;3891;4,8989795;
1440;1522;2,8284271;
1440;2135;3,0000000;
1440;2183;3,4641016;
1441;2484;2,2360680;
1442;1779;4,4721360;
1443;3415;2,8284271;
1444;2274;3,7416574;
1444;2596;4,2426407;
1444;3159;3,6055513;
1444;3879;4,1231056;
1445;2128;4,0000000;
1445;2341;3,4641016;
1445;2829;4,2426407;
1445;3454;3,6055513;
1445;3706;4,0000000;
1446;2060;3,6055513;
1446;2216;3,7416574;
1446;2521;4,5825757;
1446;2642;4,2426407;
1446;2910;3,6055513;
1446;3508;3,6055513;
1447;1470;3,6055513;
1447;1843;4,2426407;
1448;1657;3,0000000;
1448;2746;3,7416574;
1448;3826;3,4641016;
1448;3886;4,2426407;
1449;2305;3,7416574;
1449;2801;4,0000000;
1449;3330;3,8729833;
1449;3338;4,3588989;
1449;3842;4,0000000;
1451;1727;4,1231056;
1451;1906;3,1622777;
1451;2522;4,2426407;
1451;2709;4,0000000;
1452;2014;5,0000000;
1452;2246;3,3166248;
1452;2602;4,1231056;
1452;2661;4,0000000;
1452;2892;3,8729833;
1452;3434;3,8729833;
1452;3588;2,6457513;
1453;2410;3,8729833;
1454;3019;4,4721360;
1454;3395;5,4772256;
1454;3807;2,8284271;
1454;3820;3,4641016;
1455;1738;2,8284271;
1455;2222;3,6055513;
1455;2820;4,1231056;
1456;2451;4,6904158;
1456;3389;4,6904158;
1457;1856;3,7416574;
1457;2216;3,7416574;
1457;2591;4,0000000;
1457;3086;3,7416574;
1457;3834;4,2426407;
1458;1709;4,2426407;
1458;2927;4,6904158;
1458;3125;3,3166248;
1459;1810;4,0000000;
1459;2028;4,5825757;
1459;2406;4,0000000;
1459;2558;4,3588989;
1459;2847;4,3588989;
1460;1573;3,8729833;
1461;1535;3,0000000;
1461;2302;4,8989795;
1462;1534;3,3166248;
1462;1945;4,2426407;
1462;2390;3,4641016;
1463;1804;3,6055513;
1463;1866;4,2426407;
1464;2432;3,4641016;
1464;2684;3,8729833;
1465;1482;3,6055513;
1465;2956;3,0000000;
1465;3716;3,1622777;
1466;1628;4,6904158;
1466;1998;3,4641016;
1467;1893;3,6055513;
1467;2710;4,1231056;
1467;3028;4,0000000;
1467;3231;3,0000000;
1467;3650;4,0000000;
1467;3769;4,5825757;
1467;3837;3,8729833;
1468;1839;3,8729833;
1469;1865;2,8284271;
1469;3193;3,3166248;
1469;3881;3,4641016;
1470;2133;3,0000000;
1470;3118;4,0000000;
1470;3119;3,1622777;
1470;3416;4,0000000;
1471;1505;3,4641016;
1471;2282;3,4641016;
1471;2315;4,1231056;
1471;2768;3,3166248;
1472;2134;4,0000000;
1472;2340;5,0000000;
1472;3683;3,7416574;
1473;1518;3,3166248;
1473;2403;2,8284271;
1473;2928;3,8729833;
1473;3957;3,3166248;
1474;1733;3,6055513;
1474;2002;3,7416574;
1474;3451;4,6904158;
1475;2081;3,0000000;
1475;2428;3,7416574;
1475;2553;2,2360680;
1475;3766;3,0000000;
1476;2498;4,5825757;
1476;3349;4,1231056;
1477;3596;3,3166248;
1478;1624;4,0000000;
1478;1634;4,5825757;
1478;1653;3,8729833;
1478;2122;3,8729833;
1479;3097;3,1622777;
1479;3710;4,4721360;
1480;1620;3,6055513;
1480;2489;4,4721360;
1480;3768;4,7958315;
1481;1761;3,4641016;
1481;2568;4,2426407;
1481;3568;3,7416574;
1482;2011;4,4721360;
1482;2807;3,7416574;
1482;3191;4,0000000;
1482;3522;4,4721360;
1482;3733;3,6055513;
1483;2410;2,6457513;
1484;2619;4,1231056;
1484;2860;4,2426407;
1484;3100;4,0000000;
1484;3601;4,1231056;
1484;3898;4,3588989;
1485;2319;4,1231056;
1485;2344;4,0000000;
1485;2725;4,3588989;
1485;3441;3,8729833;
1487;1529;3,4641016;
1487;1696;4,1231056;
1487;3025;3,8729833;
1488;2515;2,8284271;
1488;3339;3,6055513;
1488;3965;4,7958315;
1489;3897;4,7958315;
1490;1922;2,6457513;
1490;2611;4,0000000;
1490;3388;3,4641016;
1491;1921;3,8729833;
1491;2129;3,3166248;
1491;2253;3,3166248;
1491;3209;3,4641016;
1491;3234;3,3166248;
1492;3099;5,0000000;
1492;3776;4,4721360;
1493;1807;3,7416574;
1493;3376;3,3166248;
1493;3859;3,4641016;
1494;1961;3,6055513;
1494;2897;3,6055513;
1494;2996;3,1622777;
1495;1721;3,1622777;
1496;1610;4,1231056;
1496;3009;4,4721360;
1497;2431;4,1231056;
1497;3397;3,0000000;
1498;1752;4,5825757;
1498;3939;3,1622777;
1499;2098;4,1231056;
1499;2121;4,0000000;
1499;2185;4,1231056;
1499;2364;4,0000000;
1499;3805;3,4641016;
1499;3868;2,8284271;
1499;3967;4,0000000;
1500;1791;4,0000000;
1500;2232;3,7416574;
1500;2488;3,7416574;
1501;2325;4,0000000;
1501;3343;4,3588989;
1501;3542;4,1231056;
1503;1939;3,6055513;
1503;2706;4,0000000;
1503;3756;3,3166248;
1504;2389;3,0000000;
1504;3335;4,0000000;
1504;3462;4,2426407;
1505;2410;3,6055513;
1505;2887;3,4641016;
1507;1563;4,0000000;
1507;1948;4,1231056;
1507;3370;4,4721360;
1507;3485;3,8729833;
1507;3568;4,5825757;
1507;3868;4,2426407;
1508;1582;3,6055513;
1508;1670;1,7320508;
1508;1775;3,3166248;
1509;2531;3,7416574;
1509;3006;4,7958315;
1509;3969;5,0990195;
1510;1650;3,3166248;
1510;1718;3,7416574;
1510;3061;2,4494897;
1510;3200;4,1231056;
1511;1582;3,1622777;
1511;2884;3,3166248;
1511;3772;4,6904158;
1512;1985;4,1231056;
1512;2703;4,2426407;
1512;2750;4,0000000;
1512;3512;3,1622777;
1512;3744;2,8284271;
1513;1644;2,6457513;
1514;1696;3,7416574;
1514;2528;3,3166248;
1515;2372;4,5825757;
1515;2488;3,8729833;
1516;1739;4,2426407;
1516;2497;2,6457513;
1516;3829;3,8729833;
1517;2954;4,1231056;
1517;3731;3,6055513;
1518;2179;3,3166248;
1518;3640;3,1622777;
1519;3356;2,6457513;
1520;2838;3,6055513;
1521;2140;4,0000000;
1521;2921;3,0000000;
1522;1851;3,7416574;
1522;2092;3,3166248;
1522;2389;3,3166248;
1522;2939;4,1231056;
1523;2882;3,7416574;
1523;3382;3,0000000;
1523;3800;4,0000000;
1524;1729;4,2426407;
1524;2161;4,0000000;
1525;1581;4,2426407;
1526;2111;3,3166248;
1526;2947;4,6904158;
1527;1658;3,6055513;
1528;1967;3,3166248;
1528;2740;2,6457513;
1529;1747;2,8284271;
1529;1783;3,3166248;
1530;2309;3,4641016;
1530;2726;3,0000000;
1530;3386;3,4641016;
1531;2032;3,6055513;
1531;2676;3,7416574;
1532;2376;4,1231056;
1532;2568;4,7958315;
1532;3922;4,2426407;
1532;3976;3,3166248;
1533;2121;3,6055513;
1533;2238;4,1231056;
1533;2547;4,1231056;
1533;3273;3,8729833;
1533;3376;3,6055513;
1534;2741;4,1231056;
1534;3025;2,6457513;
1534;3409;3,6055513;
1534;3413;3,1622777;
1534;3556;4,5825757;
1535;2072;4,1231056;
1535;2423;3,4641016;
1535;3136;3,8729833;
1535;3297;4,2426407;
1535;3779;2,8284271;
1536;1729;4,0000000;
1536;1965;3,4641016;
1536;2280;4,0000000;
1536;2581;4,1231056;
1536;3363;3,4641016;
1537;3952;4,3588989;
1538;1861;4,4721360;
1538;2002;5,0000000;
1538;2045;4,2426407;
1538;2826;3,3166248;
1539;1956;5,1961524;
1539;3309;4,1231056;
1540;2075;2,6457513;
1540;2150;5,3851648;
1541;2260;4,0000000;
1541;2262;3,7416574;
1541;2913;4,5825757;
1541;3114;4,6904158;
1542;2779;4,0000000;
1542;3875;4,0000000;
1543;1592;3,3166248;
1543;1686;3,7416574;
1543;1696;3,6055513;
1543;1868;3,3166248;
1543;3129;4,5825757;
1543;3662;4,4721360;
1543;3750;3,8729833;
1544;2890;4,1231056;
1544;3209;3,6055513;
1545;2055;4,0000000;
1545;2656;4,2426407;
1546;2541;3,7416574;
1546;2752;2,6457513;
1546;3081;4,1231056;
1547;3059;5,1961524;
1548;2383;4,4721360;
1548;2901;5,0000000;
1549;1637;4,0000000;
1549;1902;4,7958315;
1549;1948;3,3166248;
1549;2179;4,2426407;
1549;3370;3,4641016;
1549;3448;4,3588989;
1549;3856;4,5825757;
1550;1856;3,0000000;
1550;2029;4,8989795;
1550;2546;4,1231056;
1550;3325;4,1231056;
1550;3444;3,7416574;
1550;3942;4,1231056;
1551;3318;4,0000000;
1551;3806;3,0000000;
1552;1640;3,3166248;
1552;1973;3,3166248;
1552;2415;3,7416574;
1552;2458;3,1622777;
1552;2668;2,8284271;
1552;2686;3,8729833;
1552;3850;3,1622777;
1553;1853;4,1231056;
1553;2478;4,8989795;
1553;2903;4,4721360;
1553;3741;4,2426407;
1553;3961;3,4641016;
1554;3687;3,3166248;
1554;3785;4,0000000;
1555;2217;4,4721360;
1555;2733;4,4721360;
1555;3635;4,4721360;
1556;2539;4,5825757;
1556;3091;4,2426407;
1557;1589;3,4641016;
1557;1818;3,1622777;
1557;2651;4,3588989;
1557;2948;4,6904158;
1557;3571;3,7416574;
1557;3937;3,8729833;
1558;1916;3,3166248;
1558;2928;4,1231056;
1559;2109;4,0000000;
1559;2671;4,3588989;
1559;3190;3,6055513;
1560;1883;4,2426407;
1560;2312;3,6055513;
1560;2336;3,8729833;
1560;2398;3,8729833;
1561;1682;3,6055513;
1561;3860;4,1231056;
1562;1806;3,8729833;
